Dropdown List Name,Criteria,,Application Type*,,Unique ID / License No,,Provincial Area - Zone*,,Provincial Area - Type*,,Soil Order*,,Soil Great Group*,,Soil Series*,,Natural Region*,,Natural Subregion*,,NSR - Ecosite Phase - Description*,,Zone*,,Qtr*,,LSD*,,Sec*,,Twp*,,Rng*,,Mer*,,Facility Type*,,Type of Assessment*,,Revegetation Approach*,,Level of Disturbance At Construction*,,Level of Disturbance At Reclamation*,,Yes / No / NA*,,Assessment Results - Site Passed / Failed*,,Prime Assessment Stage Decision*,,Construction Date*,,Aband / Reclaim. / Reveg. Date*,,Slope *,,Typical Slopes *,,Topography *,,Transect *,,Soil Depth*,,Soil Meso.*,,Soil Micro.*,,Surf. Stoni.*,,Coarse Frag.*,,Soil Colour*,,Soil Text.*,,Tops. Cons.*,,Tops. Struc.*,,Root Rest.*,,Soil Text.*,,Subs. Cons.*,,Subs. Struc.*,,Root Rest.*,,Plant Density / Plant Cover (Identify crop type(s) assessed in the notes)*,,Plant Meas.*,,Grow. Stage*,,Germ.*,,Plant Health*,,Head Health*,,Pod. Den.*,,Seed Devel.*,,Weeds*,,Litter Qual.*,,Litter Prod.*,,Classif.*,,Graz. Respon.*,,Cover Code*,Subregion*,Cover Code,Grazing Resp.*,Struct. Layer*,Species Name*,Scientific Name*,Common Name*,Subregion*,,Subregion*,Common Name*,Cover Code,,Type 4 - Cover Code*,,,2,Increaser - Type 1
,------------------,,------------------------------------,,-------------------------------------------------------,,------------------------------------,,-----------------------------------------------,,----------------------,,---------------------------------------------,,---------------------------------------------,,------------------------------------------------,,-----------------------------------------,,-----------------------------------------,,-------------,,-------------,,----------------,,----------------,,----------------,,----------------,,----------------,,-----------------------------------------------,,----------------------------------------------,,------------------------------------------------,,---------------------------------------,,-------------------------------------,,--------------------------------,,-----------------------------------------------------------,,-----------------------------------------------------------------------,,-----------------------------------------------------------------,,-----------------------------------------------------------------,,-----------------,,-----------------,,-----------------,,-----------------,,--------------------------,,-------------------------------,,-----------------,,-----------------,,-----------------------------,,-------------------,,-----------------------------,,------------------------,,------------------------,,-----------------,,-----------------------------,,------------------------------,,------------------------------,,-----------------,,------------------------------------------------------------------------------------------,,------------------------------,,------------------------------------,,---------------------------,,---------------------------,,---------------------------,,---------------------------,,------------------------------------,,---------------------------,,---------------------------,,---- Disturbed ----,,---------------------------,,---------------------------,,------------------------------------,---------------------------,-------------------------------,--------------------,--------------------,----------------------,---------------------------,---------------------------,---------------------------,,--------------------,---------------------------,---------------------------,,---------------------------,,,3,Invader
,,,,,,,,,,,,,,,LLOYD.LAKE-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 02 - STIPSPA,MG,MG - 01 - 02 - STIPSPA,1,2,STIPSPA,Stipa spartea,porcupine grass,Mixedgrass,,MG,porcupine grass,MG - 01 - 02 - STIPSPA,,,,,,
,,,,,,,,,,,,,,,LLOYD.LAKE-GLSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 02 - AGROTRA,MG,MG - 01 - 02 - AGROTRA,1,2,AGROTRA,Agropyron trachycaulum,slender wheat grass,Mixedgrass,,MG,slender wheat grass,MG - 01 - 02 - AGROTRA,,,,,,
,,,,,,,,,,,,,,,LILLIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 02 - ASTELAE,MG,MG - 01 - 02 - ASTELAE,1,2,ASTELAE,Aster laevis,smooth aster,Mixedgrass,,MG,smooth aster,MG - 01 - 02 - ASTELAE,,,,,,
,,,,,,,,,,,,,,,LUNDBRECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 02 - GERAVIS,MG,MG - 01 - 02 - GERAVIS,1,2,GERAVIS,Geranium viscosissimum,sticky purple geranium,Mixedgrass,,MG,sticky purple geranium,MG - 01 - 02 - GERAVIS,,,,,,
,,,,,,,,,,,,,,,LUNDBRECK-AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 02 - DESCCES,MG,MG - 01 - 02 - DESCCES,1,2,DESCCES,Deschampsia cespitosa,tufted hair grass,Mixedgrass,,MG,tufted hair grass,MG - 01 - 02 - DESCCES,,,,,,
,,,,,,,,,,,,,,,LANONNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 02 - HEDYSPP,MG,MG - 01 - 02 - HEDYSPP,1,2,HEDYSPP,Hedysarum species,undifferentiated hedysarum,Mixedgrass,,MG,undifferentiated hedysarum,MG - 01 - 02 - HEDYSPP,,,,,,
,,,,,,,,,,,,,,,LOBLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 02 - STIPCUR,MG,MG - 01 - 02 - STIPCUR,1,2,STIPCUR,Stipa curtiseta,western porcupine grass,Mixedgrass,,MG,western porcupine grass,MG - 01 - 02 - STIPCUR,,,,,,
,,,,,,,,,,,,,,,LOBLEY-AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 03 - ELEOPAL,MG,MG - 01 - 03 - ELEOPAL,1,3,ELEOPAL,Eleocharis palustris,creeping spike-rush,Mixedgrass,,MG,creeping spike-rush,MG - 01 - 03 - ELEOPAL,,,,,,
,,,,,,,,,,,,,,,LOUGHEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 03 - ASTRCRA,MG,MG - 01 - 03 - ASTRCRA,1,3,ASTRCRA,Astragalus crassicarpus ,ground-plum,Mixedgrass,,MG,ground-plum,MG - 01 - 03 - ASTRCRA,,,,,,
,,,,,,,,,,,,,,,LOOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 03 - HELIHOO,MG,MG - 01 - 03 - HELIHOO,1,3,HELIHOO,Helictotrichon hookeri,Hooker's oat grass,Mixedgrass,,MG,Hooker's oat grass,MG - 01 - 03 - HELIHOO,,,,,,
,,,,,,,,,,,,,,,LONEPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 03 - CAREFIL,MG,MG - 01 - 03 - CAREFIL,1,3,CAREFIL,Carex filifolia,thread-leaved sedge,Mixedgrass,,MG,thread-leaved sedge,MG - 01 - 03 - CAREFIL,,,,,,
,,,,,,,,,,,,,,,LAWRENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 01 - 03 - VICIAME,MG,MG - 01 - 03 - VICIAME,1,3,VICIAME,Vicia americana,wild vetch,Mixedgrass,,MG,wild vetch,MG - 01 - 03 - VICIAME,,,,,,
,,,,,,,,,,,,,,,LESSARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - SYMPOCC,MG,MG - 02 - 01 - SYMPOCC,2,1,SYMPOCC,Symphoricarpos occidentalis,buckbrush,Mixedgrass,,MG,buckbrush,MG - 02 - 01 - SYMPOCC,,,,,,
,,,,,,,,,,,,,,,LAKESEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - ROSAWOO,MG,MG - 02 - 01 - ROSAWOO,2,1,ROSAWOO,Rosa woodsii,common wild rose,Mixedgrass,,MG,common wild rose,MG - 02 - 01 - ROSAWOO,,,,,,
,,,,,,,,,,,,,,,LAKESEND-AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - CRATDOU,MG,MG - 02 - 01 - CRATDOU,2,1,CRATDOU,Crataegus douglasii,Douglas hawthorn,Mixedgrass,,MG,Douglas hawthorn,MG - 02 - 01 - CRATDOU,,,,,,
,,,,,,,,,,,,,,,LYALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - SARCVER,MG,MG - 02 - 01 - SARCVER,2,1,SARCVER,Sarcobatus vermiculatus,greasewood,Mixedgrass,,MG,greasewood,MG - 02 - 01 - SARCVER,,,,,,
,,,,,,,,,,,,,,,LYALTA-CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - JUNICOM,MG,MG - 02 - 01 - JUNICOM,2,1,JUNICOM,Juniperus communis,ground juniper,Mixedgrass,,MG,ground juniper,MG - 02 - 01 - JUNICOM,,,,,,
,,,,,,,,,,,,,,,LYALTA-GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - RIBEOXY,MG,MG - 02 - 01 - RIBEOXY,2,1,RIBEOXY,Ribes oxyacanthoides,northern gooseberry,Mixedgrass,,MG,northern gooseberry,MG - 02 - 01 - RIBEOXY,,,,,,
,,,,,,,,,,,,,,,LYALTA-SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - ROSAARK,MG,MG - 02 - 01 - ROSAARK,2,1,ROSAARK,Rosa arkansana,prairie rose,Mixedgrass,,MG,prairie rose,MG - 02 - 01 - ROSAARK,,,,,,
,,,,,,,,,,,,,,,LEIGHTON CENTRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - ROSAACI,MG,MG - 02 - 01 - ROSAACI,2,1,ROSAACI,Rosa acicularis,prickly rose,Mixedgrass,,MG,prickly rose,MG - 02 - 01 - ROSAACI,,,,,,
,,,,,,,,,,,,,,,LEIGHTON CENTRE-AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - CHRYNAU,MG,MG - 02 - 01 - CHRYNAU,2,1,CHRYNAU,Chrysothamnus nauseosus,rabbitbrush,Mixedgrass,,MG,rabbitbrush,MG - 02 - 01 - CHRYNAU,,,,,,
,,,,,,,,,,,,,,,LEIGHTON CENTRE-GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - POTEFRU,MG,MG - 02 - 01 - POTEFRU,2,1,POTEFRU,Potentilla fruticosa,shrubby cinquefoil,Mixedgrass,,MG,shrubby cinquefoil,MG - 02 - 01 - POTEFRU,,,,,,
,,,,,,,,,,,,,,,LEIGHTON CENTRE-XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - ELAECOM,MG,MG - 02 - 01 - ELAECOM,2,1,ELAECOM,Elaeagnus commutata,silverberry,Mixedgrass,,MG,silverberry,MG - 02 - 01 - ELAECOM,,,,,,
,,,,,,,,,,,,,,,LOTHROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - RHUSTRI,MG,MG - 02 - 01 - RHUSTRI,2,1,RHUSTRI,Rhus trilobata,skunkbush,Mixedgrass,,MG,skunkbush,MG - 02 - 01 - RHUSTRI,,,,,,
,,,,,,,,,,,,,,,LUPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - SHEPARG,MG,MG - 02 - 01 - SHEPARG,2,1,SHEPARG,Shepherdia argentea,thorny buffaloberry,Mixedgrass,,MG,thorny buffaloberry,MG - 02 - 01 - SHEPARG,,,,,,
,,,,,,,,,,,,,,,LIVOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 01 - ROSASPP,MG,MG - 02 - 01 - ROSASPP,2,1,ROSASPP,Rosa species,undifferentiated rose,Mixedgrass,,MG,undifferentiated rose,MG - 02 - 01 - ROSASPP,,,,,,
,,,,,,,,,,,,,,,LIVOCK-XC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - SPARGRA,MG,MG - 02 - 02 - SPARGRA,2,2,SPARGRA,Spartina gracilis,alkali cord grass,Mixedgrass,,MG,alkali cord grass,MG - 02 - 02 - SPARGRA,,,,,,
,,,,,,,,,,,,,,,LAVESTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - SOLICAN,MG,MG - 02 - 02 - SOLICAN,2,2,SOLICAN,Solidago canadensis,Canada goldenrod,Mixedgrass,,MG,Canada goldenrod,MG - 02 - 02 - SOLICAN,,,,,,
,,,,,,,,,,,,,,,LAVESTA-ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - HELINUT,MG,MG - 02 - 02 - HELINUT,2,2,HELINUT,Helianthus nuttallii,common tall sunflower,Mixedgrass,,MG,common tall sunflower,MG - 02 - 02 - HELINUT,,,,,,
,,,,,,,,,,,,,,,LARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - ASTRDRU,MG,MG - 02 - 02 - ASTRDRU,2,2,ASTRDRU,Astragalus drummondii,Drummond's milk vetch,Mixedgrass,,MG,Drummond's milk vetch,MG - 02 - 02 - ASTRDRU,,,,,,
,,,,,,,,,,,,,,,LONELY VALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - GAILARI,MG,MG - 02 - 02 - GAILARI,2,2,GAILARI,Gaillardia aristata,gaillardia,Mixedgrass,,MG,gaillardia,MG - 02 - 02 - GAILARI,,,,,,
,,,,,,,,,,,,,,,LOWATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - POTEGRA,MG,MG - 02 - 02 - POTEGRA,2,2,POTEGRA,Potentilla gracilis,graceful cinquefoil,Mixedgrass,,MG,graceful cinquefoil,MG - 02 - 02 - POTEGRA,,,,,,
,,,,,,,,,,,,,,,LILYBROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - ERIGCAN,MG,MG - 02 - 02 - ERIGCAN,2,2,ERIGCAN,Erigeron canadensis,horseweed,Mixedgrass,,MG,horseweed,MG - 02 - 02 - ERIGCAN,,,,,,
,,,,,,,,,,,,,,,MAUGHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - LITHINC,MG,MG - 02 - 02 - LITHINC,2,2,LITHINC,Lithospermum incisum,narrow-leaved puccoon,Mixedgrass,,MG,narrow-leaved puccoon,MG - 02 - 02 - LITHINC,,,,,,
,,,,,,,,,,,,,,,MALEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - RATICOL,MG,MG - 02 - 02 - RATICOL,2,2,RATICOL,Ratibida columnifera,prairie coneflower,Mixedgrass,,MG,prairie coneflower,MG - 02 - 02 - RATICOL,,,,,,
,,,,,,,,,,,,,,,MALEB-CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - CALALON,MG,MG - 02 - 02 - CALALON,2,2,CALALON,Calamovilfa longifolia,sand grass,Mixedgrass,,MG,sand grass,MG - 02 - 02 - CALALON,,,,,,
,,,,,,,,,,,,,,,MALEB-CRSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - LUPISER,MG,MG - 02 - 02 - LUPISER,2,2,LUPISER,Lupinus sericeus,silky perennial lupine,Mixedgrass,,MG,silky perennial lupine,MG - 02 - 02 - LUPISER,,,,,,
,,,,,,,,,,,,,,,MALEB-SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - LUPIARG,MG,MG - 02 - 02 - LUPIARG,2,2,LUPIARG,Lupinus argenteus,silvery perennial lupine,Mixedgrass,,MG,silvery perennial lupine,MG - 02 - 02 - LUPIARG,,,,,,
,,,,,,,,,,,,,,,MALEB-ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - SMILSTE,MG,MG - 02 - 02 - SMILSTE,2,2,SMILSTE,Smilacina stellata,star-flowered Solomon's-seal,Mixedgrass,,MG,star-flowered Solomon's-seal,MG - 02 - 02 - SMILSTE,,,,,,
,,,,,,,,,,,,,,,MALEB-TA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - ASTRBIS,MG,MG - 02 - 02 - ASTRBIS,2,2,ASTRBIS,Astragalus bisulcatus,two-grooved milk vetch,Mixedgrass,,MG,two-grooved milk vetch,MG - 02 - 02 - ASTRBIS,,,,,,
,,,,,,,,,,,,,,,MALEB-XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - CIRSUND,MG,MG - 02 - 02 - CIRSUND,2,2,CIRSUND,Cirsium undulatum,wavy-leaved thistle,Mixedgrass,,MG,wavy-leaved thistle,MG - 02 - 02 - CIRSUND,,,,,,
,,,,,,,,,,,,,,,MACLEOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - GLYCLEP,MG,MG - 02 - 02 - GLYCLEP,2,2,GLYCLEP,Glycyrrhiza lepidota,wild licorice,Mixedgrass,,MG,wild licorice,MG - 02 - 02 - GLYCLEP,,,,,,
,,,,,,,,,,,,,,,MACLEOD-ZR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 02 - LITHRUD,MG,MG - 02 - 02 - LITHRUD,2,2,LITHRUD,Lithospermum ruderale,woolly gromwell,Mixedgrass,,MG,woolly gromwell,MG - 02 - 02 - LITHRUD,,,,,,
,,,,,,,,,,,,,,,MENAIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - POAJUNC,MG,MG - 02 - 03 - POAJUNC,2,3,POAJUNC,Poa juncifolia,alkali bluegrass,Mixedgrass,,MG,alkali bluegrass,MG - 02 - 03 - POAJUNC,,,,,,
,,,,,,,,,,,,,,,MENAIK-CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - COMAUMB,MG,MG - 02 - 03 - COMAUMB,2,3,COMAUMB,Comandra umbellata,bastard toadflax,Mixedgrass,,MG,bastard toadflax,MG - 02 - 03 - COMAUMB,,,,,,
,,,,,,,,,,,,,,,MENAIK-PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - FESTIDA,MG,MG - 02 - 03 - FESTIDA,2,3,FESTIDA,Festuca idahoensis,bluebunch fescue,Mixedgrass,,MG,bluebunch fescue,MG - 02 - 03 - FESTIDA,,,,,,
,,,,,,,,,,,,,,,MENAIK-SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - HYMERIC,MG,MG - 02 - 03 - HYMERIC,2,3,HYMERIC,Hymenoxys richardsonii,Colorado rubber-plant,Mixedgrass,,MG,Colorado rubber-plant,MG - 02 - 03 - HYMERIC,,,,,,
,,,,,,,,,,,,,,,MAMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - SISYMON,MG,MG - 02 - 03 - SISYMON,2,3,SISYMON,Sisyrinchium montanum,common blue-eyed grass,Mixedgrass,,MG,common blue-eyed grass,MG - 02 - 03 - SISYMON,,,,,,
,,,,,,,,,,,,,,,MAMI-ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - EQUIARV,MG,MG - 02 - 03 - EQUIARV,2,3,EQUIARV,Equisetum arvense,common horsetail,Mixedgrass,,MG,common horsetail,MG - 02 - 03 - EQUIARV,,,,,,
,,,,,,,,,,,,,,,MARGUERITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - ACHIMIL,MG,MG - 02 - 03 - ACHIMIL,2,3,ACHIMIL,Achillea millefolium,common yarrow,Mixedgrass,,MG,common yarrow,MG - 02 - 03 - ACHIMIL,,,,,,
,,,,,,,,,,,,,,,MASKUTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - ERIGFLA,MG,MG - 02 - 03 - ERIGFLA,2,3,ERIGFLA,Erigeron flagellaris,creeping fleabane,Mixedgrass,,MG,creeping fleabane,MG - 02 - 03 - ERIGFLA,,,,,,
,,,,,,,,,,,,,,,MASKUTA-AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - ASTEFAL,MG,MG - 02 - 03 - ASTEFAL,2,3,ASTEFAL,Aster falcatus,creeping white prairie aster,Mixedgrass,,MG,creeping white prairie aster,MG - 02 - 03 - ASTEFAL,,,,,,
,,,,,,,,,,,,,,,MCALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MG - 02 - 03 - ANEMMUL,MG,MG - 02 - 03 - ANEMMUL,2,3,ANEMMUL,Anemone multifida,cut-leaved anemone,Mixedgrass,,MG,cut-leaved anemone,MG - 02 - 03 - ANEMMUL,,,,,,
